date, s2, s1
Thu Jan 28 23:14:20 2021,6.856,6.515

Thu Jan 28 23:15:03 2021,6.859,6.514

Thu Jan 28 23:15:46 2021,6.856,6.517

Thu Jan 28 23:16:29 2021,6.854,6.516

Thu Jan 28 23:17:11 2021,6.855,6.514

Thu Jan 28 23:17:54 2021,6.855,6.516

Thu Jan 28 23:18:37 2021,6.851,6.516

Thu Jan 28 23:19:20 2021,6.852,6.514

Thu Jan 28 23:20:03 2021,6.850,6.513

Thu Jan 28 23:20:46 2021,6.851,6.516

Thu Jan 28 23:21:29 2021,6.853,6.516

Thu Jan 28 23:22:12 2021,6.852,6.517

Thu Jan 28 23:22:55 2021,6.852,6.515

Thu Jan 28 23:23:38 2021,6.853,6.515

Thu Jan 28 23:24:21 2021,6.851,6.516

Thu Jan 28 23:25:04 2021,6.853,6.516

Thu Jan 28 23:25:47 2021,6.854,6.515

Thu Jan 28 23:26:30 2021,6.852,6.517

Thu Jan 28 23:27:13 2021,6.851,6.516

Thu Jan 28 23:27:56 2021,6.849,6.518

Thu Jan 28 23:28:39 2021,6.851,6.517

Thu Jan 28 23:29:22 2021,6.853,6.518

Thu Jan 28 23:30:04 2021,6.850,6.517

Thu Jan 28 23:30:47 2021,6.852,6.518

Thu Jan 28 23:31:30 2021,6.849,6.516

Thu Jan 28 23:32:13 2021,6.849,6.517

Thu Jan 28 23:32:56 2021,6.848,6.516

Thu Jan 28 23:33:39 2021,6.850,6.516

Thu Jan 28 23:34:22 2021,6.848,6.515

Thu Jan 28 23:35:05 2021,6.852,6.515

Thu Jan 28 23:35:48 2021,6.852,6.514

Thu Jan 28 23:36:31 2021,6.852,6.516

Thu Jan 28 23:37:14 2021,6.850,6.518

Thu Jan 28 23:37:57 2021,6.848,6.516

Thu Jan 28 23:38:40 2021,6.850,6.516

Thu Jan 28 23:39:23 2021,6.848,6.518

Thu Jan 28 23:40:06 2021,6.849,6.518

Thu Jan 28 23:40:49 2021,6.851,6.519

Thu Jan 28 23:41:32 2021,6.849,6.518

Thu Jan 28 23:42:14 2021,6.848,6.518

Thu Jan 28 23:42:57 2021,6.848,6.516

Thu Jan 28 23:43:40 2021,6.850,6.520

Thu Jan 28 23:44:23 2021,6.849,6.520

Thu Jan 28 23:45:06 2021,6.848,6.519

Thu Jan 28 23:45:49 2021,6.846,6.519

Thu Jan 28 23:46:32 2021,6.846,6.518

Thu Jan 28 23:47:15 2021,6.846,6.521

Thu Jan 28 23:47:58 2021,6.846,6.520

Thu Jan 28 23:48:41 2021,6.847,6.519

Thu Jan 28 23:49:24 2021,6.849,6.519

Thu Jan 28 23:50:07 2021,6.848,6.519

Thu Jan 28 23:50:50 2021,6.848,6.519

Thu Jan 28 23:51:33 2021,6.848,6.519

Thu Jan 28 23:52:16 2021,6.848,6.522

Thu Jan 28 23:52:58 2021,6.848,6.521

Thu Jan 28 23:53:41 2021,6.845,6.519

Thu Jan 28 23:54:24 2021,6.846,6.521

Thu Jan 28 23:55:07 2021,6.845,6.522

Thu Jan 28 23:55:50 2021,6.847,6.521

Thu Jan 28 23:56:33 2021,6.844,6.522

Thu Jan 28 23:57:16 2021,6.844,6.521

Thu Jan 28 23:57:59 2021,6.843,6.521

Thu Jan 28 23:58:42 2021,6.843,6.522

Thu Jan 28 23:59:25 2021,6.843,6.521

Fri Jan 29 00:00:08 2021,6.843,6.520

Fri Jan 29 00:00:51 2021,6.843,6.519

Fri Jan 29 00:01:34 2021,6.844,6.521

Fri Jan 29 00:02:17 2021,6.844,6.521

Fri Jan 29 00:03:00 2021,6.841,6.521

Fri Jan 29 00:03:43 2021,6.844,6.522

Fri Jan 29 00:04:25 2021,6.843,6.524

Fri Jan 29 00:05:08 2021,6.841,6.522

Fri Jan 29 00:05:51 2021,6.838,6.521

Fri Jan 29 00:06:34 2021,6.839,6.522

Fri Jan 29 00:07:17 2021,6.838,6.522

Fri Jan 29 00:08:00 2021,6.839,6.526

Fri Jan 29 00:08:43 2021,6.841,6.525

Fri Jan 29 00:09:26 2021,6.839,6.528

Fri Jan 29 00:10:09 2021,6.840,6.526

Fri Jan 29 00:10:52 2021,6.839,6.525

Fri Jan 29 00:11:35 2021,6.839,6.527

Fri Jan 29 00:12:18 2021,6.837,6.522

Fri Jan 29 00:13:01 2021,6.837,6.525

Fri Jan 29 00:13:44 2021,6.838,6.525

Fri Jan 29 00:14:27 2021,6.838,6.525

Fri Jan 29 00:15:10 2021,6.835,6.526

Fri Jan 29 00:15:52 2021,6.836,6.529

Fri Jan 29 00:16:35 2021,6.838,6.525

Fri Jan 29 00:17:18 2021,6.837,6.526

Fri Jan 29 00:18:01 2021,6.837,6.525

Fri Jan 29 00:18:44 2021,6.838,6.527

Fri Jan 29 00:19:27 2021,6.841,6.527

Fri Jan 29 00:20:10 2021,6.843,6.526

Fri Jan 29 00:20:53 2021,6.842,6.525

Fri Jan 29 00:21:36 2021,6.843,6.525

Fri Jan 29 00:22:19 2021,6.844,6.525

Fri Jan 29 00:23:02 2021,6.845,6.526

Fri Jan 29 00:23:45 2021,6.845,6.526

Fri Jan 29 00:24:27 2021,6.844,6.525

Fri Jan 29 00:25:10 2021,6.848,6.525

Fri Jan 29 00:25:53 2021,6.850,6.524

Fri Jan 29 00:26:36 2021,6.852,6.525

Fri Jan 29 00:27:19 2021,6.854,6.525

Fri Jan 29 00:28:02 2021,6.851,6.525

Fri Jan 29 00:28:45 2021,6.854,6.523

Fri Jan 29 00:29:28 2021,6.855,6.524

Fri Jan 29 00:30:11 2021,6.857,6.525

Fri Jan 29 00:30:54 2021,6.858,6.525

Fri Jan 29 00:31:37 2021,6.856,6.525

Fri Jan 29 00:32:20 2021,6.860,6.526

Fri Jan 29 00:33:03 2021,6.861,6.526

Fri Jan 29 00:33:45 2021,6.861,6.524

Fri Jan 29 00:34:28 2021,6.864,6.527

Fri Jan 29 00:35:11 2021,6.864,6.526

Fri Jan 29 00:35:54 2021,6.863,6.525

Fri Jan 29 00:36:37 2021,6.865,6.521

Fri Jan 29 00:37:20 2021,6.864,6.525

Fri Jan 29 00:38:03 2021,6.865,6.526

Fri Jan 29 00:38:46 2021,6.868,6.526

Fri Jan 29 00:39:29 2021,6.867,6.526

Fri Jan 29 00:40:12 2021,6.868,6.526

Fri Jan 29 00:40:55 2021,6.869,6.526

Fri Jan 29 00:41:38 2021,6.869,6.526

Fri Jan 29 00:42:20 2021,6.871,6.525

Fri Jan 29 00:43:03 2021,6.869,6.525

Fri Jan 29 00:43:46 2021,6.871,6.525

Fri Jan 29 00:44:29 2021,6.872,6.526

Fri Jan 29 00:45:12 2021,6.873,6.528

Fri Jan 29 00:45:55 2021,6.874,6.527

Fri Jan 29 00:46:38 2021,6.874,6.529

Fri Jan 29 00:47:21 2021,6.875,6.528

Fri Jan 29 00:48:04 2021,6.875,6.529

Fri Jan 29 00:48:47 2021,6.875,6.529

Fri Jan 29 00:49:30 2021,6.873,6.529

Fri Jan 29 00:50:13 2021,6.875,6.529

Fri Jan 29 00:50:56 2021,6.877,6.529

Fri Jan 29 00:51:38 2021,6.875,6.530

Fri Jan 29 00:52:21 2021,6.875,6.531

Fri Jan 29 00:53:04 2021,6.875,6.532

Fri Jan 29 00:53:47 2021,6.876,6.534

Fri Jan 29 00:54:30 2021,6.877,6.535

Fri Jan 29 00:55:13 2021,6.878,6.535

Fri Jan 29 00:55:56 2021,6.877,6.538

Fri Jan 29 00:56:39 2021,6.878,6.534

Fri Jan 29 00:57:22 2021,6.879,6.538

Fri Jan 29 00:58:05 2021,6.880,6.537

Fri Jan 29 00:58:48 2021,6.879,6.536

Fri Jan 29 00:59:31 2021,6.878,6.537

Fri Jan 29 01:00:14 2021,6.879,6.537

Fri Jan 29 01:00:57 2021,6.878,6.536

Fri Jan 29 01:01:39 2021,6.881,6.538

Fri Jan 29 01:02:22 2021,6.879,6.537

Fri Jan 29 01:03:05 2021,6.878,6.536

Fri Jan 29 01:03:48 2021,6.879,6.536

Fri Jan 29 01:04:31 2021,6.882,6.536

Fri Jan 29 01:05:14 2021,6.882,6.534

Fri Jan 29 01:05:57 2021,6.883,6.535

Fri Jan 29 01:06:40 2021,6.884,6.536

Fri Jan 29 01:07:23 2021,6.883,6.536

Fri Jan 29 01:08:06 2021,6.882,6.540

Fri Jan 29 01:08:49 2021,6.881,6.539

Fri Jan 29 01:09:32 2021,6.882,6.539

Fri Jan 29 01:10:15 2021,6.883,6.538

Fri Jan 29 01:10:57 2021,6.883,6.537

Fri Jan 29 01:11:40 2021,6.885,6.538

Fri Jan 29 01:12:23 2021,6.885,6.538

Fri Jan 29 01:13:06 2021,6.887,6.536

Fri Jan 29 01:13:49 2021,6.883,6.538

Fri Jan 29 01:14:32 2021,6.883,6.537

Fri Jan 29 01:15:15 2021,6.884,6.536

Fri Jan 29 01:15:58 2021,6.885,6.538

Fri Jan 29 01:16:41 2021,6.885,6.539

Fri Jan 29 01:17:24 2021,6.884,6.539

Fri Jan 29 01:18:07 2021,6.886,6.538

Fri Jan 29 01:18:50 2021,6.885,6.538

Fri Jan 29 01:19:33 2021,6.886,6.536

Fri Jan 29 01:20:15 2021,6.885,6.536

Fri Jan 29 01:20:58 2021,6.888,6.538

Fri Jan 29 01:21:41 2021,6.886,6.540

Fri Jan 29 01:22:24 2021,6.887,6.538

Fri Jan 29 01:23:07 2021,6.889,6.541

Fri Jan 29 01:23:50 2021,6.889,6.541

Fri Jan 29 01:24:33 2021,6.889,6.540

Fri Jan 29 01:25:16 2021,6.889,6.540

Fri Jan 29 01:25:59 2021,6.886,6.540

Fri Jan 29 01:26:42 2021,6.890,6.540

Fri Jan 29 01:27:25 2021,6.888,6.542

Fri Jan 29 01:28:08 2021,6.888,6.541

Fri Jan 29 01:28:51 2021,6.887,6.545

Fri Jan 29 01:29:34 2021,6.888,6.540

Fri Jan 29 01:30:16 2021,6.889,6.542

Fri Jan 29 01:30:59 2021,6.889,6.543

Fri Jan 29 01:31:42 2021,6.891,6.544

Fri Jan 29 01:32:25 2021,6.891,6.545

Fri Jan 29 01:33:08 2021,6.891,6.545

Fri Jan 29 01:33:51 2021,6.891,6.542

Fri Jan 29 01:34:34 2021,6.892,6.542

Fri Jan 29 01:35:17 2021,6.892,6.545

Fri Jan 29 01:36:00 2021,6.890,6.544

Fri Jan 29 01:36:43 2021,6.892,6.543

Fri Jan 29 01:37:26 2021,6.893,6.543

Fri Jan 29 01:38:09 2021,6.893,6.543

Fri Jan 29 01:38:52 2021,6.891,6.542

Fri Jan 29 01:39:34 2021,6.893,6.545

Fri Jan 29 01:40:17 2021,6.893,6.542

Fri Jan 29 01:41:00 2021,6.894,6.543

Fri Jan 29 01:41:43 2021,6.894,6.542

Fri Jan 29 01:42:26 2021,6.894,6.545

Fri Jan 29 01:43:09 2021,6.894,6.544

Fri Jan 29 01:43:52 2021,6.893,6.544

Fri Jan 29 01:44:35 2021,6.891,6.544

Fri Jan 29 01:45:18 2021,6.894,6.545

Fri Jan 29 01:46:01 2021,6.894,6.544

Fri Jan 29 01:46:44 2021,6.893,6.543

Fri Jan 29 01:47:27 2021,6.895,6.545

Fri Jan 29 01:48:09 2021,6.894,6.545

Fri Jan 29 01:48:52 2021,6.897,6.546

Fri Jan 29 01:49:35 2021,6.899,6.546

Fri Jan 29 01:50:18 2021,6.897,6.544

Fri Jan 29 01:51:01 2021,6.896,6.544

Fri Jan 29 01:51:44 2021,6.897,6.545

Fri Jan 29 01:52:27 2021,6.896,6.548

Fri Jan 29 01:53:10 2021,6.896,6.546

Fri Jan 29 01:53:53 2021,6.898,6.546

Fri Jan 29 01:54:36 2021,6.897,6.547

Fri Jan 29 01:55:19 2021,6.897,6.547

Fri Jan 29 01:56:02 2021,6.896,6.546

Fri Jan 29 01:56:45 2021,6.897,6.546

Fri Jan 29 01:57:27 2021,6.897,6.545

Fri Jan 29 01:58:10 2021,6.899,6.545

Fri Jan 29 01:58:53 2021,6.899,6.547

Fri Jan 29 01:59:36 2021,6.900,6.546

Fri Jan 29 02:00:19 2021,6.895,6.545

Fri Jan 29 02:01:02 2021,6.896,6.549

Fri Jan 29 02:01:45 2021,6.896,6.542

Fri Jan 29 02:02:28 2021,6.897,6.544

Fri Jan 29 02:03:11 2021,6.895,6.543

Fri Jan 29 02:03:54 2021,6.899,6.544

Fri Jan 29 02:04:37 2021,6.897,6.546

Fri Jan 29 02:05:20 2021,6.896,6.545

Fri Jan 29 02:06:02 2021,6.896,6.546

Fri Jan 29 02:06:45 2021,6.897,6.544

Fri Jan 29 02:07:28 2021,6.900,6.546

Fri Jan 29 02:08:11 2021,6.897,6.546

Fri Jan 29 02:08:54 2021,6.895,6.547

Fri Jan 29 02:09:37 2021,6.896,6.545

Fri Jan 29 02:10:20 2021,6.896,6.547

Fri Jan 29 02:11:03 2021,6.897,6.546

Fri Jan 29 02:11:46 2021,6.896,6.545

Fri Jan 29 02:12:29 2021,6.900,6.542

Fri Jan 29 02:13:12 2021,6.899,6.543

Fri Jan 29 02:13:55 2021,6.899,6.545

Fri Jan 29 02:14:37 2021,6.899,6.546

Fri Jan 29 02:15:20 2021,6.899,6.546

Fri Jan 29 02:16:03 2021,6.900,6.547

Fri Jan 29 02:16:46 2021,6.899,6.547

Fri Jan 29 02:17:29 2021,6.899,6.548

Fri Jan 29 02:18:12 2021,6.901,6.548

Fri Jan 29 02:18:55 2021,6.900,6.547

Fri Jan 29 02:19:38 2021,6.900,6.544

Fri Jan 29 02:20:21 2021,6.901,6.545

Fri Jan 29 02:21:04 2021,6.900,6.548

Fri Jan 29 02:21:47 2021,6.900,6.545

Fri Jan 29 02:22:30 2021,6.903,6.548

Fri Jan 29 02:23:12 2021,6.902,6.551

Fri Jan 29 02:23:55 2021,6.901,6.546

Fri Jan 29 02:24:38 2021,6.902,6.548

Fri Jan 29 02:25:21 2021,6.902,6.548

Fri Jan 29 02:26:04 2021,6.900,6.549

Fri Jan 29 02:26:47 2021,6.900,6.548

Fri Jan 29 02:27:30 2021,6.902,6.548

Fri Jan 29 02:28:13 2021,6.900,6.551

Fri Jan 29 02:28:56 2021,6.902,6.548

Fri Jan 29 02:29:39 2021,6.902,6.550

Fri Jan 29 02:30:22 2021,6.902,6.550

Fri Jan 29 02:31:05 2021,6.903,6.549

Fri Jan 29 02:31:47 2021,6.901,6.549

Fri Jan 29 02:32:30 2021,6.902,6.548

Fri Jan 29 02:33:13 2021,6.902,6.550

Fri Jan 29 02:33:56 2021,6.903,6.548

Fri Jan 29 02:34:39 2021,6.903,6.549

Fri Jan 29 02:35:22 2021,6.902,6.547

Fri Jan 29 02:36:05 2021,6.903,6.549

Fri Jan 29 02:36:48 2021,6.902,6.548

Fri Jan 29 02:37:31 2021,6.902,6.547

Fri Jan 29 02:38:14 2021,6.904,6.548

Fri Jan 29 02:38:57 2021,6.900,6.545

Fri Jan 29 02:39:40 2021,6.903,6.547

Fri Jan 29 02:40:22 2021,6.903,6.547

Fri Jan 29 02:41:05 2021,6.901,6.544

Fri Jan 29 02:41:48 2021,6.901,6.545

Fri Jan 29 02:42:31 2021,6.903,6.546

Fri Jan 29 02:43:14 2021,6.903,6.546

Fri Jan 29 02:43:57 2021,6.900,6.548

Fri Jan 29 02:44:40 2021,6.900,6.547

Fri Jan 29 02:45:23 2021,6.900,6.552

Fri Jan 29 02:46:06 2021,6.900,6.551

Fri Jan 29 02:46:49 2021,6.902,6.553

Fri Jan 29 02:47:32 2021,6.900,6.554

Fri Jan 29 02:48:15 2021,6.900,6.554

Fri Jan 29 02:48:57 2021,6.897,6.555

Fri Jan 29 02:49:40 2021,6.900,6.554

Fri Jan 29 02:50:23 2021,6.897,6.557

Fri Jan 29 02:51:06 2021,6.897,6.557

Fri Jan 29 02:51:49 2021,6.897,6.559

Fri Jan 29 02:52:32 2021,6.900,6.561

Fri Jan 29 02:53:15 2021,6.900,6.560

Fri Jan 29 02:53:58 2021,6.899,6.562

Fri Jan 29 02:54:41 2021,6.902,6.564

Fri Jan 29 02:55:24 2021,6.899,6.563

Fri Jan 29 02:56:07 2021,6.900,6.565

Fri Jan 29 02:56:50 2021,6.900,6.565

Fri Jan 29 02:57:32 2021,6.897,6.562

Fri Jan 29 02:58:15 2021,6.899,6.562

Fri Jan 29 02:58:58 2021,6.900,6.564

Fri Jan 29 02:59:41 2021,6.900,6.564

Fri Jan 29 03:00:24 2021,6.898,6.565

Fri Jan 29 03:01:07 2021,6.899,6.563

Fri Jan 29 03:01:50 2021,6.896,6.562

Fri Jan 29 03:02:33 2021,6.897,6.564

Fri Jan 29 03:03:16 2021,6.897,6.564

Fri Jan 29 03:03:59 2021,6.897,6.564

Fri Jan 29 03:04:42 2021,6.896,6.565

Fri Jan 29 03:05:25 2021,6.895,6.562

Fri Jan 29 03:06:07 2021,6.898,6.563

Fri Jan 29 03:06:50 2021,6.896,6.564

Fri Jan 29 03:07:33 2021,6.897,6.563

Fri Jan 29 03:08:16 2021,6.897,6.567

Fri Jan 29 03:08:59 2021,6.898,6.565

Fri Jan 29 03:09:42 2021,6.897,6.561

Fri Jan 29 03:10:25 2021,6.897,6.564

Fri Jan 29 03:11:08 2021,6.896,6.562

Fri Jan 29 03:11:51 2021,6.895,6.566

Fri Jan 29 03:12:34 2021,6.896,6.562

Fri Jan 29 03:13:17 2021,6.895,6.562

Fri Jan 29 03:14:00 2021,6.894,6.564

Fri Jan 29 03:14:43 2021,6.893,6.562

Fri Jan 29 03:15:25 2021,6.895,6.563

Fri Jan 29 03:16:08 2021,6.894,6.565

Fri Jan 29 03:16:51 2021,6.894,6.565

Fri Jan 29 03:17:34 2021,6.895,6.565

Fri Jan 29 03:18:17 2021,6.896,6.564

Fri Jan 29 03:19:00 2021,6.896,6.562

Fri Jan 29 03:19:43 2021,6.894,6.562

Fri Jan 29 03:20:26 2021,6.894,6.562

Fri Jan 29 03:21:09 2021,6.893,6.564

Fri Jan 29 03:21:52 2021,6.895,6.563

Fri Jan 29 03:22:35 2021,6.895,6.564

Fri Jan 29 03:23:18 2021,6.894,6.562

Fri Jan 29 03:24:01 2021,6.895,6.562

Fri Jan 29 03:24:44 2021,6.896,6.564

Fri Jan 29 03:25:26 2021,6.894,6.563

Fri Jan 29 03:26:09 2021,6.894,6.565

Fri Jan 29 03:26:52 2021,6.892,6.562

Fri Jan 29 03:27:35 2021,6.892,6.562

Fri Jan 29 03:28:18 2021,6.893,6.561

Fri Jan 29 03:29:01 2021,6.897,6.560

Fri Jan 29 03:29:44 2021,6.893,6.562

Fri Jan 29 03:30:27 2021,6.894,6.561

Fri Jan 29 03:31:10 2021,6.895,6.560

Fri Jan 29 03:31:53 2021,6.894,6.560

Fri Jan 29 03:32:36 2021,6.897,6.562

Fri Jan 29 03:33:19 2021,6.896,6.564

Fri Jan 29 03:34:02 2021,6.896,6.561

Fri Jan 29 03:34:45 2021,6.895,6.561

Fri Jan 29 03:35:27 2021,6.895,6.565

Fri Jan 29 03:36:10 2021,6.893,6.564

Fri Jan 29 03:36:53 2021,6.893,6.565

Fri Jan 29 03:37:36 2021,6.893,6.564

Fri Jan 29 03:38:19 2021,6.894,6.565

Fri Jan 29 03:39:02 2021,6.893,6.565

Fri Jan 29 03:39:45 2021,6.895,6.566

Fri Jan 29 03:40:28 2021,6.895,6.568

Fri Jan 29 03:41:11 2021,6.894,6.567

Fri Jan 29 03:41:54 2021,6.893,6.565

Fri Jan 29 03:42:37 2021,6.895,6.567

Fri Jan 29 03:43:20 2021,6.895,6.567

Fri Jan 29 03:44:03 2021,6.894,6.565

Fri Jan 29 03:44:46 2021,6.894,6.567

Fri Jan 29 03:45:28 2021,6.893,6.565

Fri Jan 29 03:46:11 2021,6.894,6.565

Fri Jan 29 03:46:54 2021,6.893,6.568

Fri Jan 29 03:47:37 2021,6.894,6.568

Fri Jan 29 03:48:20 2021,6.890,6.566

Fri Jan 29 03:49:03 2021,6.893,6.567

Fri Jan 29 03:49:46 2021,6.895,6.566

Fri Jan 29 03:50:29 2021,6.892,6.567

Fri Jan 29 03:51:12 2021,6.890,6.567

Fri Jan 29 03:51:55 2021,6.889,6.568

Fri Jan 29 03:52:38 2021,6.891,6.567

Fri Jan 29 03:53:21 2021,6.892,6.567

Fri Jan 29 03:54:04 2021,6.894,6.568

Fri Jan 29 03:54:47 2021,6.892,6.567

Fri Jan 29 03:55:30 2021,6.891,6.570

Fri Jan 29 03:56:13 2021,6.893,6.566

Fri Jan 29 03:56:55 2021,6.892,6.567

Fri Jan 29 03:57:38 2021,6.892,6.568

Fri Jan 29 03:58:21 2021,6.892,6.569

Fri Jan 29 03:59:04 2021,6.893,6.565

Fri Jan 29 03:59:47 2021,6.892,6.567

Fri Jan 29 04:00:30 2021,6.891,6.568

Fri Jan 29 04:01:13 2021,6.891,6.569

Fri Jan 29 04:01:56 2021,6.888,6.569

Fri Jan 29 04:02:39 2021,6.890,6.566

Fri Jan 29 04:03:22 2021,6.889,6.566

Fri Jan 29 04:04:05 2021,6.890,6.570

Fri Jan 29 04:04:48 2021,6.889,6.568

Fri Jan 29 04:05:31 2021,6.889,6.570

Fri Jan 29 04:06:14 2021,6.888,6.568

Fri Jan 29 04:06:57 2021,6.889,6.568

Fri Jan 29 04:07:40 2021,6.889,6.567

Fri Jan 29 04:08:22 2021,6.892,6.568

Fri Jan 29 04:09:05 2021,6.890,6.568

Fri Jan 29 04:09:48 2021,6.888,6.568

Fri Jan 29 04:10:31 2021,6.886,6.567

Fri Jan 29 04:11:14 2021,6.885,6.569

Fri Jan 29 04:11:57 2021,6.888,6.569

Fri Jan 29 04:12:40 2021,6.885,6.570

Fri Jan 29 04:13:23 2021,6.885,6.569

Fri Jan 29 04:14:06 2021,6.887,6.570

Fri Jan 29 04:14:49 2021,6.885,6.568

Fri Jan 29 04:15:32 2021,6.887,6.568

Fri Jan 29 04:16:15 2021,6.887,6.570

Fri Jan 29 04:16:58 2021,6.885,6.570

Fri Jan 29 04:17:41 2021,6.886,6.568

Fri Jan 29 04:18:24 2021,6.885,6.570

Fri Jan 29 04:19:07 2021,6.886,6.567

Fri Jan 29 04:19:49 2021,6.885,6.567

Fri Jan 29 04:20:32 2021,6.884,6.564

Fri Jan 29 04:21:15 2021,6.885,6.567

Fri Jan 29 04:21:58 2021,6.886,6.564

Fri Jan 29 04:22:41 2021,6.884,6.562

Fri Jan 29 04:23:24 2021,6.883,6.565

Fri Jan 29 04:24:07 2021,6.885,6.561

Fri Jan 29 04:24:50 2021,6.885,6.563

Fri Jan 29 04:25:33 2021,6.885,6.560

Fri Jan 29 04:26:16 2021,6.883,6.559

Fri Jan 29 04:26:59 2021,6.882,6.561

Fri Jan 29 04:27:42 2021,6.881,6.559

Fri Jan 29 04:28:24 2021,6.884,6.561

Fri Jan 29 04:29:07 2021,6.881,6.559

Fri Jan 29 04:29:50 2021,6.883,6.560

Fri Jan 29 04:30:33 2021,6.881,6.561

Fri Jan 29 04:31:16 2021,6.880,6.560

Fri Jan 29 04:32:10 2021,6.880,6.558

Fri Jan 29 04:32:53 2021,6.879,6.557

Fri Jan 29 04:33:36 2021,6.879,6.557

Fri Jan 29 04:34:19 2021,6.880,6.554

Fri Jan 29 04:35:02 2021,6.880,6.551

Fri Jan 29 04:35:44 2021,6.879,6.551

Fri Jan 29 04:36:27 2021,6.879,6.549

Fri Jan 29 04:37:10 2021,6.877,6.549

Fri Jan 29 04:37:53 2021,6.877,6.552

Fri Jan 29 04:38:36 2021,6.878,6.551

Fri Jan 29 04:39:19 2021,6.880,6.552

Fri Jan 29 04:40:02 2021,6.879,6.551

Fri Jan 29 04:40:45 2021,6.878,6.554

Fri Jan 29 04:41:28 2021,6.876,6.555

Fri Jan 29 04:42:10 2021,6.879,6.554

Fri Jan 29 04:42:53 2021,6.875,6.552

Fri Jan 29 04:43:36 2021,6.876,6.554

Fri Jan 29 04:44:19 2021,6.874,6.557

Fri Jan 29 04:45:02 2021,6.877,6.558

Fri Jan 29 04:45:45 2021,6.874,6.561

Fri Jan 29 04:46:28 2021,6.873,6.559

Fri Jan 29 04:47:11 2021,6.874,6.558

Fri Jan 29 04:47:54 2021,6.874,6.559

Fri Jan 29 04:48:36 2021,6.874,6.559

Fri Jan 29 04:49:19 2021,6.873,6.560

Fri Jan 29 04:50:02 2021,6.872,6.560

Fri Jan 29 04:50:45 2021,6.871,6.560

Fri Jan 29 04:51:28 2021,6.871,6.559

Fri Jan 29 04:52:11 2021,6.871,6.562

Fri Jan 29 04:52:54 2021,6.872,6.560

Fri Jan 29 04:53:37 2021,6.866,6.561

Fri Jan 29 04:54:20 2021,6.870,6.557

Fri Jan 29 04:55:02 2021,6.868,6.558

Fri Jan 29 04:55:45 2021,6.868,6.558

Fri Jan 29 04:56:28 2021,6.866,6.558

Fri Jan 29 04:57:11 2021,6.866,6.561

Fri Jan 29 04:57:54 2021,6.864,6.561

Fri Jan 29 04:58:37 2021,6.864,6.561

Fri Jan 29 04:59:20 2021,6.863,6.559

Fri Jan 29 05:00:03 2021,6.863,6.560

Fri Jan 29 05:00:46 2021,6.863,6.559

Fri Jan 29 05:01:28 2021,6.861,6.560

Fri Jan 29 05:02:11 2021,6.866,6.560

Fri Jan 29 05:02:54 2021,6.866,6.559

Fri Jan 29 05:03:37 2021,6.866,6.560

Fri Jan 29 05:04:20 2021,6.864,6.558

Fri Jan 29 05:05:03 2021,6.865,6.558

Fri Jan 29 05:05:46 2021,6.863,6.559

Fri Jan 29 05:06:29 2021,6.861,6.559

Fri Jan 29 05:07:11 2021,6.864,6.559

Fri Jan 29 05:07:54 2021,6.865,6.560

Fri Jan 29 05:08:37 2021,6.863,6.560

Fri Jan 29 05:09:20 2021,6.863,6.560

Fri Jan 29 05:10:03 2021,6.863,6.560

Fri Jan 29 05:10:46 2021,6.865,6.560

Fri Jan 29 05:11:29 2021,6.864,6.560

Fri Jan 29 05:12:12 2021,6.863,6.559

Fri Jan 29 05:12:55 2021,6.864,6.559

Fri Jan 29 05:13:37 2021,6.864,6.560

Fri Jan 29 05:14:20 2021,6.866,6.559

Fri Jan 29 05:15:03 2021,6.866,6.560

Fri Jan 29 05:15:46 2021,6.863,6.560

Fri Jan 29 05:16:29 2021,6.864,6.560

Fri Jan 29 05:17:12 2021,6.865,6.561

Fri Jan 29 05:17:55 2021,6.866,6.564

Fri Jan 29 05:18:38 2021,6.868,6.560

Fri Jan 29 05:19:21 2021,6.866,6.561

Fri Jan 29 05:20:03 2021,6.867,6.563

Fri Jan 29 05:20:46 2021,6.870,6.564

Fri Jan 29 05:21:29 2021,6.870,6.561

Fri Jan 29 05:22:12 2021,6.867,6.563

Fri Jan 29 05:22:55 2021,6.868,6.564

Fri Jan 29 05:23:38 2021,6.867,6.563

Fri Jan 29 05:24:21 2021,6.869,6.564

