date, s2, s1

Fri Jan 29 16:34:31 2021,6.485,6.277

Fri Jan 29 16:35:14 2021,6.487,6.277

Fri Jan 29 16:35:57 2021,6.486,6.277

Fri Jan 29 16:36:40 2021,6.482,6.278

Fri Jan 29 16:37:23 2021,6.484,6.281

Fri Jan 29 16:38:06 2021,6.484,6.280

Fri Jan 29 16:38:49 2021,6.485,6.279

Fri Jan 29 16:39:32 2021,6.483,6.281

Fri Jan 29 16:40:15 2021,6.485,6.282

Fri Jan 29 16:40:58 2021,6.481,6.281

Fri Jan 29 16:41:41 2021,6.486,6.278

Fri Jan 29 16:42:24 2021,6.485,6.279

Fri Jan 29 16:43:07 2021,6.487,6.281

Fri Jan 29 16:43:50 2021,6.484,6.278

Fri Jan 29 16:44:33 2021,6.484,6.280

Fri Jan 29 16:45:16 2021,6.485,6.283

Fri Jan 29 16:45:59 2021,6.482,6.282

Fri Jan 29 16:46:42 2021,6.482,6.282

Fri Jan 29 16:47:25 2021,6.483,6.278

Fri Jan 29 16:48:07 2021,6.485,6.281

Fri Jan 29 16:48:50 2021,6.483,6.281

Fri Jan 29 16:49:33 2021,6.483,6.281

Fri Jan 29 16:50:16 2021,6.486,6.282

Fri Jan 29 16:50:59 2021,6.484,6.281

Fri Jan 29 16:51:42 2021,6.483,6.283

Fri Jan 29 16:52:25 2021,6.482,6.283

Fri Jan 29 16:53:08 2021,6.482,6.283

Fri Jan 29 16:53:51 2021,6.484,6.281

Fri Jan 29 16:54:34 2021,6.484,6.281

Fri Jan 29 16:55:17 2021,6.481,6.281

Fri Jan 29 16:56:00 2021,6.485,6.278

Fri Jan 29 16:56:43 2021,6.485,6.278

Fri Jan 29 16:57:26 2021,6.485,6.283

Fri Jan 29 16:58:09 2021,6.485,6.281

Fri Jan 29 16:58:52 2021,6.486,6.281

Fri Jan 29 16:59:35 2021,6.486,6.281

Fri Jan 29 17:00:18 2021,6.487,6.281

Fri Jan 29 17:01:01 2021,6.487,6.281

Fri Jan 29 17:01:44 2021,6.487,6.283

Fri Jan 29 17:02:27 2021,6.488,6.283

Fri Jan 29 17:03:10 2021,6.485,6.278

Fri Jan 29 17:03:53 2021,6.485,6.281

Fri Jan 29 17:04:36 2021,6.487,6.281

Fri Jan 29 17:05:19 2021,6.487,6.281

Fri Jan 29 17:06:02 2021,6.488,6.283

Fri Jan 29 17:06:45 2021,6.488,6.283

Fri Jan 29 17:07:28 2021,6.486,6.284

Fri Jan 29 17:08:11 2021,6.486,6.284

Fri Jan 29 17:08:54 2021,6.485,6.282

Fri Jan 29 17:09:37 2021,6.486,6.283

Fri Jan 29 17:10:20 2021,6.487,6.283

Fri Jan 29 17:11:03 2021,6.491,6.281

Fri Jan 29 17:11:46 2021,6.487,6.284

Fri Jan 29 17:12:29 2021,6.488,6.283

Fri Jan 29 17:13:12 2021,6.489,6.282

Fri Jan 29 17:13:55 2021,6.489,6.283

Fri Jan 29 17:14:38 2021,6.489,6.283

Fri Jan 29 17:15:21 2021,6.488,6.284

Fri Jan 29 17:16:04 2021,6.490,6.284

Fri Jan 29 17:16:47 2021,6.488,6.285

Fri Jan 29 17:17:30 2021,6.489,6.283

Fri Jan 29 17:18:13 2021,6.490,6.284

Fri Jan 29 17:18:56 2021,6.488,6.284

Fri Jan 29 17:19:39 2021,6.489,6.286

Fri Jan 29 17:20:22 2021,6.489,6.283

Fri Jan 29 17:21:05 2021,6.490,6.284

Fri Jan 29 17:21:48 2021,6.491,6.285

Fri Jan 29 17:22:31 2021,6.492,6.284

Fri Jan 29 17:23:14 2021,6.492,6.285

Fri Jan 29 17:23:57 2021,6.491,6.284

Fri Jan 29 17:24:40 2021,6.492,6.286

Fri Jan 29 17:25:23 2021,6.492,6.288

Fri Jan 29 17:26:06 2021,6.491,6.286

Fri Jan 29 17:26:49 2021,6.492,6.285

Fri Jan 29 17:27:32 2021,6.492,6.286

Fri Jan 29 17:28:15 2021,6.490,6.288

Fri Jan 29 17:28:58 2021,6.490,6.288

Fri Jan 29 17:29:41 2021,6.490,6.289

Fri Jan 29 17:30:24 2021,6.490,6.286

Fri Jan 29 17:31:07 2021,6.491,6.284

Fri Jan 29 17:31:50 2021,6.491,6.288

Fri Jan 29 17:32:33 2021,6.494,6.288

Fri Jan 29 17:33:16 2021,6.492,6.286

Fri Jan 29 17:33:59 2021,6.494,6.285

Fri Jan 29 17:34:42 2021,6.492,6.284

Fri Jan 29 17:35:25 2021,6.492,6.286

Fri Jan 29 17:36:08 2021,6.494,6.286

Fri Jan 29 17:36:51 2021,6.495,6.285

Fri Jan 29 17:37:34 2021,6.495,6.286

Fri Jan 29 17:38:17 2021,6.494,6.288

Fri Jan 29 17:39:00 2021,6.495,6.288

Fri Jan 29 17:39:43 2021,6.495,6.287

Fri Jan 29 17:40:26 2021,6.495,6.285

Fri Jan 29 17:41:09 2021,6.494,6.286

Fri Jan 29 17:41:52 2021,6.495,6.284

Fri Jan 29 17:42:35 2021,6.496,6.284

Fri Jan 29 17:43:18 2021,6.492,6.284

Fri Jan 29 17:44:01 2021,6.495,6.283

Fri Jan 29 17:44:44 2021,6.494,6.284

Fri Jan 29 17:45:27 2021,6.494,6.284

Fri Jan 29 17:46:10 2021,6.489,6.289

Fri Jan 29 17:46:52 2021,6.494,6.287

Fri Jan 29 17:47:35 2021,6.493,6.286

Fri Jan 29 17:48:18 2021,6.492,6.287

Fri Jan 29 17:49:01 2021,6.493,6.285

Fri Jan 29 17:49:44 2021,6.496,6.286

Fri Jan 29 17:50:27 2021,6.494,6.286

Fri Jan 29 17:51:10 2021,6.496,6.285

Fri Jan 29 17:51:53 2021,6.495,6.285

Fri Jan 29 17:52:36 2021,6.495,6.289

Fri Jan 29 17:53:19 2021,6.496,6.288

Fri Jan 29 17:54:02 2021,6.494,6.287

Fri Jan 29 17:54:45 2021,6.496,6.291

Fri Jan 29 17:55:28 2021,6.496,6.288

Fri Jan 29 17:56:11 2021,6.496,6.289

Fri Jan 29 17:56:54 2021,6.496,6.291

Fri Jan 29 17:57:37 2021,6.496,6.289

Fri Jan 29 17:58:20 2021,6.498,6.290

Fri Jan 29 17:59:03 2021,6.498,6.288

Fri Jan 29 17:59:46 2021,6.497,6.289

Fri Jan 29 18:00:29 2021,6.496,6.290

Fri Jan 29 18:01:12 2021,6.497,6.292

Fri Jan 29 18:01:55 2021,6.497,6.291

Fri Jan 29 18:02:38 2021,6.498,6.291

Fri Jan 29 18:03:21 2021,6.498,6.288

Fri Jan 29 18:04:04 2021,6.498,6.287

Fri Jan 29 18:04:47 2021,6.499,6.286

Fri Jan 29 18:05:30 2021,6.498,6.286

Fri Jan 29 18:06:13 2021,6.500,6.288

Fri Jan 29 18:06:56 2021,6.500,6.290

Fri Jan 29 18:07:39 2021,6.497,6.290

Fri Jan 29 18:08:22 2021,6.498,6.289

Fri Jan 29 18:09:05 2021,6.498,6.287

Fri Jan 29 18:09:48 2021,6.499,6.289

Fri Jan 29 18:10:31 2021,6.499,6.288

Fri Jan 29 18:11:14 2021,6.498,6.288

Fri Jan 29 18:11:57 2021,6.500,6.289

Fri Jan 29 18:12:40 2021,6.501,6.287

Fri Jan 29 18:13:23 2021,6.501,6.287

Fri Jan 29 18:14:06 2021,6.500,6.289

Fri Jan 29 18:14:49 2021,6.500,6.289

Fri Jan 29 18:15:32 2021,6.499,6.288

Fri Jan 29 18:16:15 2021,6.498,6.288

Fri Jan 29 18:16:58 2021,6.500,6.285

Fri Jan 29 18:17:41 2021,6.500,6.288

Fri Jan 29 18:18:24 2021,6.499,6.287

Fri Jan 29 18:19:07 2021,6.501,6.288

Fri Jan 29 18:19:50 2021,6.500,6.289

Fri Jan 29 18:20:33 2021,6.500,6.288

Fri Jan 29 18:21:16 2021,6.502,6.290

Fri Jan 29 18:21:59 2021,6.501,6.288

Fri Jan 29 18:22:42 2021,6.502,6.287

Fri Jan 29 18:23:25 2021,6.502,6.288

Fri Jan 29 18:24:08 2021,6.504,6.290

Fri Jan 29 18:24:51 2021,6.501,6.289

Fri Jan 29 18:25:34 2021,6.501,6.291

Fri Jan 29 18:26:17 2021,6.504,6.289

Fri Jan 29 18:27:00 2021,6.506,6.291

Fri Jan 29 18:27:44 2021,6.504,6.290

Fri Jan 29 18:28:27 2021,6.507,6.290

Fri Jan 29 18:29:10 2021,6.506,6.286

Fri Jan 29 18:29:53 2021,6.504,6.288

Fri Jan 29 18:30:36 2021,6.504,6.288

Fri Jan 29 18:31:19 2021,6.504,6.288

Fri Jan 29 18:32:02 2021,6.504,6.288

Fri Jan 29 18:32:45 2021,6.504,6.288

Fri Jan 29 18:33:28 2021,6.507,6.290

Fri Jan 29 18:34:11 2021,6.506,6.291

Fri Jan 29 18:34:54 2021,6.506,6.289

Fri Jan 29 18:35:37 2021,6.506,6.291

Fri Jan 29 18:36:20 2021,6.505,6.289

Fri Jan 29 18:37:03 2021,6.504,6.288

Fri Jan 29 18:37:46 2021,6.505,6.289

Fri Jan 29 18:38:29 2021,6.505,6.291

Fri Jan 29 18:39:12 2021,6.505,6.294

Fri Jan 29 18:39:55 2021,6.507,6.295

Fri Jan 29 18:40:38 2021,6.508,6.293

Fri Jan 29 18:41:21 2021,6.508,6.291

Fri Jan 29 18:42:04 2021,6.508,6.294

Fri Jan 29 18:42:47 2021,6.507,6.291

Fri Jan 29 18:43:30 2021,6.508,6.292

Fri Jan 29 18:44:13 2021,6.509,6.293

Fri Jan 29 18:44:56 2021,6.508,6.293

Fri Jan 29 18:45:39 2021,6.508,6.290

Fri Jan 29 18:46:22 2021,6.508,6.292

Fri Jan 29 18:47:05 2021,6.509,6.290

Fri Jan 29 18:47:48 2021,6.510,6.293

Fri Jan 29 18:48:31 2021,6.508,6.290

Fri Jan 29 18:49:14 2021,6.515,6.292

Fri Jan 29 18:49:57 2021,6.512,6.292

Fri Jan 29 18:50:40 2021,6.514,6.291

Fri Jan 29 18:51:23 2021,6.514,6.292

Fri Jan 29 18:52:06 2021,6.514,6.292

Fri Jan 29 18:52:50 2021,6.515,6.294

Fri Jan 29 18:53:33 2021,6.515,6.293

Fri Jan 29 18:54:16 2021,6.514,6.293

Fri Jan 29 18:54:59 2021,6.515,6.292

Fri Jan 29 18:55:42 2021,6.513,6.292

Fri Jan 29 18:56:25 2021,6.515,6.293

Fri Jan 29 18:57:08 2021,6.515,6.292

Fri Jan 29 18:57:51 2021,6.516,6.293

Fri Jan 29 18:58:34 2021,6.514,6.293

Fri Jan 29 18:59:17 2021,6.516,6.293

Fri Jan 29 19:00:00 2021,6.515,6.292

Fri Jan 29 19:00:43 2021,6.514,6.293

Fri Jan 29 19:01:26 2021,6.512,6.293

Fri Jan 29 19:02:09 2021,6.514,6.292

Fri Jan 29 19:02:52 2021,6.512,6.292

Fri Jan 29 19:03:35 2021,6.514,6.292

Fri Jan 29 19:04:18 2021,6.512,6.295

Fri Jan 29 19:05:01 2021,6.513,6.294

Fri Jan 29 19:05:44 2021,6.513,6.291

Fri Jan 29 19:06:27 2021,6.514,6.295

Fri Jan 29 19:07:10 2021,6.512,6.294

Fri Jan 29 19:07:53 2021,6.514,6.296

Fri Jan 29 19:08:36 2021,6.512,6.294

Fri Jan 29 19:09:19 2021,6.514,6.296

Fri Jan 29 19:10:02 2021,6.514,6.293

Fri Jan 29 19:10:45 2021,6.514,6.294

Fri Jan 29 19:11:28 2021,6.513,6.295

Fri Jan 29 19:12:11 2021,6.513,6.293

Fri Jan 29 19:12:54 2021,6.513,6.294

Fri Jan 29 19:13:37 2021,6.512,6.296

Fri Jan 29 19:14:20 2021,6.514,6.294

Fri Jan 29 19:15:03 2021,6.515,6.295

Fri Jan 29 19:15:46 2021,6.513,6.295

Fri Jan 29 19:16:29 2021,6.514,6.297

Fri Jan 29 19:17:12 2021,6.514,6.299

Fri Jan 29 19:17:55 2021,6.515,6.298

Fri Jan 29 19:18:38 2021,6.514,6.296

Fri Jan 29 19:19:21 2021,6.510,6.295

Fri Jan 29 19:20:04 2021,6.514,6.295

Fri Jan 29 19:20:48 2021,6.514,6.297

Fri Jan 29 19:21:31 2021,6.514,6.296

Fri Jan 29 19:22:14 2021,6.513,6.297

Fri Jan 29 19:22:57 2021,6.514,6.296

Fri Jan 29 19:23:40 2021,6.514,6.295

Fri Jan 29 19:24:23 2021,6.512,6.294

Fri Jan 29 19:25:06 2021,6.514,6.297

Fri Jan 29 19:25:49 2021,6.516,6.299

Fri Jan 29 19:26:32 2021,6.512,6.298

Fri Jan 29 19:27:15 2021,6.514,6.298

Fri Jan 29 19:27:58 2021,6.515,6.298

Fri Jan 29 19:28:41 2021,6.513,6.300

Fri Jan 29 19:29:24 2021,6.512,6.299

Fri Jan 29 19:30:07 2021,6.513,6.298

Fri Jan 29 19:30:50 2021,6.514,6.298

Fri Jan 29 19:31:33 2021,6.513,6.299

Fri Jan 29 19:32:16 2021,6.514,6.299

Fri Jan 29 19:32:59 2021,6.512,6.298

Fri Jan 29 19:33:42 2021,6.513,6.299

Fri Jan 29 19:34:25 2021,6.514,6.299

Fri Jan 29 19:35:08 2021,6.517,6.297

Fri Jan 29 19:35:51 2021,6.515,6.298

Fri Jan 29 19:36:34 2021,6.515,6.299

Fri Jan 29 19:37:17 2021,6.514,6.297

Fri Jan 29 19:38:00 2021,6.515,6.301

Fri Jan 29 19:38:43 2021,6.512,6.299

Fri Jan 29 19:39:26 2021,6.513,6.301

Fri Jan 29 19:40:09 2021,6.516,6.299

Fri Jan 29 19:40:52 2021,6.517,6.298

Fri Jan 29 19:41:35 2021,6.518,6.301

Fri Jan 29 19:42:18 2021,6.518,6.300

Fri Jan 29 19:43:01 2021,6.515,6.301

Fri Jan 29 19:43:44 2021,6.517,6.297

Fri Jan 29 19:44:27 2021,6.517,6.300

Fri Jan 29 19:45:10 2021,6.517,6.301

Fri Jan 29 19:45:53 2021,6.516,6.299

Fri Jan 29 19:46:36 2021,6.516,6.298

Fri Jan 29 19:47:19 2021,6.516,6.299

Fri Jan 29 19:48:02 2021,6.517,6.299

Fri Jan 29 19:48:45 2021,6.518,6.299

Fri Jan 29 19:49:28 2021,6.518,6.300

Fri Jan 29 19:50:11 2021,6.519,6.299

Fri Jan 29 19:50:54 2021,6.520,6.298

Fri Jan 29 19:51:37 2021,6.519,6.299

Fri Jan 29 19:52:20 2021,6.521,6.297

Fri Jan 29 19:53:03 2021,6.520,6.302

Fri Jan 29 19:53:47 2021,6.521,6.302

Fri Jan 29 19:54:30 2021,6.519,6.302

Fri Jan 29 19:55:13 2021,6.521,6.302

Fri Jan 29 19:55:56 2021,6.520,6.303

Fri Jan 29 19:56:39 2021,6.521,6.302

Fri Jan 29 19:57:22 2021,6.521,6.302

Fri Jan 29 19:58:05 2021,6.521,6.302

Fri Jan 29 19:58:48 2021,6.522,6.303

Fri Jan 29 19:59:31 2021,6.522,6.304

Fri Jan 29 20:00:14 2021,6.519,6.301

Fri Jan 29 20:00:57 2021,6.520,6.302

Fri Jan 29 20:01:40 2021,6.520,6.303

Fri Jan 29 20:02:23 2021,6.518,6.299

Fri Jan 29 20:03:06 2021,6.521,6.302

Fri Jan 29 20:03:49 2021,6.521,6.301

Fri Jan 29 20:04:32 2021,6.522,6.302

Fri Jan 29 20:05:15 2021,6.521,6.301

Fri Jan 29 20:05:58 2021,6.521,6.302

Fri Jan 29 20:06:41 2021,6.524,6.302

Fri Jan 29 20:07:24 2021,6.522,6.303

Fri Jan 29 20:08:07 2021,6.524,6.302

Fri Jan 29 20:08:50 2021,6.524,6.304

Fri Jan 29 20:09:33 2021,6.521,6.305

Fri Jan 29 20:10:16 2021,6.522,6.306

Fri Jan 29 20:10:59 2021,6.523,6.304

Fri Jan 29 20:11:42 2021,6.522,6.304

Fri Jan 29 20:12:25 2021,6.525,6.305

Fri Jan 29 20:13:08 2021,6.525,6.302

Fri Jan 29 20:13:51 2021,6.526,6.302

Fri Jan 29 20:14:34 2021,6.527,6.303

Fri Jan 29 20:15:17 2021,6.525,6.301

Fri Jan 29 20:16:00 2021,6.527,6.305

Fri Jan 29 20:16:43 2021,6.527,6.301

Fri Jan 29 20:17:26 2021,6.525,6.304

Fri Jan 29 20:18:09 2021,6.527,6.302

Fri Jan 29 20:18:52 2021,6.527,6.302

Fri Jan 29 20:19:35 2021,6.526,6.302

Fri Jan 29 20:20:18 2021,6.528,6.303

Fri Jan 29 20:21:01 2021,6.526,6.303

Fri Jan 29 20:21:44 2021,6.527,6.303

Fri Jan 29 20:22:27 2021,6.526,6.303

Fri Jan 29 20:23:10 2021,6.526,6.302

Fri Jan 29 20:23:53 2021,6.528,6.301

Fri Jan 29 20:24:36 2021,6.527,6.303

Fri Jan 29 20:25:19 2021,6.528,6.304

Fri Jan 29 20:26:02 2021,6.528,6.304

Fri Jan 29 20:26:45 2021,6.526,6.304

Fri Jan 29 20:27:28 2021,6.527,6.305

Fri Jan 29 20:28:11 2021,6.529,6.304

Fri Jan 29 20:28:54 2021,6.526,6.305

Fri Jan 29 20:29:37 2021,6.530,6.306

Fri Jan 29 20:30:20 2021,6.528,6.304

Fri Jan 29 20:31:03 2021,6.530,6.305

Fri Jan 29 20:31:46 2021,6.529,6.307

Fri Jan 29 20:32:29 2021,6.529,6.304

Fri Jan 29 20:33:12 2021,6.530,6.304

Fri Jan 29 20:33:56 2021,6.531,6.304

Fri Jan 29 20:34:39 2021,6.531,6.305

Fri Jan 29 20:35:22 2021,6.530,6.305

Fri Jan 29 20:36:05 2021,6.530,6.304

Fri Jan 29 20:36:48 2021,6.530,6.305

Fri Jan 29 20:37:31 2021,6.532,6.305

Fri Jan 29 20:38:14 2021,6.530,6.303

Fri Jan 29 20:38:57 2021,6.529,6.305

Fri Jan 29 20:39:40 2021,6.531,6.303

Fri Jan 29 20:40:23 2021,6.532,6.307

Fri Jan 29 20:41:06 2021,6.531,6.304

Fri Jan 29 20:41:49 2021,6.533,6.305

Fri Jan 29 20:42:32 2021,6.532,6.304

Fri Jan 29 20:43:15 2021,6.532,6.300

Fri Jan 29 20:43:58 2021,6.532,6.305

Fri Jan 29 20:44:41 2021,6.531,6.305

Fri Jan 29 20:45:24 2021,6.531,6.305

Fri Jan 29 20:46:07 2021,6.532,6.307

Fri Jan 29 20:46:50 2021,6.534,6.304

Fri Jan 29 20:47:33 2021,6.533,6.305

Fri Jan 29 20:48:16 2021,6.533,6.305

Fri Jan 29 20:48:59 2021,6.532,6.307

Fri Jan 29 20:49:42 2021,6.532,6.307

Fri Jan 29 20:50:25 2021,6.534,6.307

Fri Jan 29 20:51:08 2021,6.535,6.307

Fri Jan 29 20:51:51 2021,6.532,6.305

Fri Jan 29 20:52:34 2021,6.535,6.304

Fri Jan 29 20:53:17 2021,6.535,6.303

Fri Jan 29 20:54:00 2021,6.534,6.304

Fri Jan 29 20:54:43 2021,6.534,6.304

Fri Jan 29 20:55:26 2021,6.535,6.302

Fri Jan 29 20:56:09 2021,6.535,6.304

Fri Jan 29 20:56:52 2021,6.534,6.303

Fri Jan 29 20:57:35 2021,6.535,6.303

Fri Jan 29 20:58:18 2021,6.535,6.304

Fri Jan 29 20:59:01 2021,6.536,6.304

Fri Jan 29 20:59:44 2021,6.535,6.303

Fri Jan 29 21:00:27 2021,6.534,6.303

Fri Jan 29 21:01:10 2021,6.535,6.302

Fri Jan 29 21:01:54 2021,6.535,6.305

Fri Jan 29 21:02:37 2021,6.536,6.307

Fri Jan 29 21:03:20 2021,6.538,6.307

Fri Jan 29 21:04:03 2021,6.538,6.307

Fri Jan 29 21:04:46 2021,6.538,6.305

Fri Jan 29 21:05:29 2021,6.536,6.307

Fri Jan 29 21:06:12 2021,6.537,6.307

Fri Jan 29 21:06:55 2021,6.538,6.307

Fri Jan 29 21:07:38 2021,6.540,6.304

Fri Jan 29 21:08:21 2021,6.538,6.304

Fri Jan 29 21:09:04 2021,6.538,6.305

Fri Jan 29 21:09:47 2021,6.536,6.305

Fri Jan 29 21:10:30 2021,6.537,6.307

Fri Jan 29 21:11:13 2021,6.538,6.307

Fri Jan 29 21:11:56 2021,6.538,6.305

Fri Jan 29 21:12:39 2021,6.537,6.307

Fri Jan 29 21:13:22 2021,6.536,6.305

Fri Jan 29 21:14:05 2021,6.537,6.306

Fri Jan 29 21:14:48 2021,6.538,6.307

Fri Jan 29 21:15:31 2021,6.538,6.307

Fri Jan 29 21:16:14 2021,6.538,6.307

Fri Jan 29 21:16:57 2021,6.536,6.306

Fri Jan 29 21:17:40 2021,6.540,6.309

Fri Jan 29 21:18:23 2021,6.538,6.305

Fri Jan 29 21:19:06 2021,6.542,6.307

Fri Jan 29 21:19:49 2021,6.538,6.308

Fri Jan 29 21:20:32 2021,6.536,6.307

Fri Jan 29 21:21:15 2021,6.539,6.307

Fri Jan 29 21:21:58 2021,6.540,6.307

Fri Jan 29 21:22:41 2021,6.541,6.305

Fri Jan 29 21:23:24 2021,6.540,6.305

Fri Jan 29 21:24:07 2021,6.543,6.307

Fri Jan 29 21:24:51 2021,6.542,6.304

Fri Jan 29 21:25:34 2021,6.543,6.307

Fri Jan 29 21:26:17 2021,6.543,6.306

Fri Jan 29 21:27:00 2021,6.544,6.307

Fri Jan 29 21:27:43 2021,6.544,6.308

Fri Jan 29 21:28:26 2021,6.546,6.307

Fri Jan 29 21:29:09 2021,6.546,6.310

Fri Jan 29 21:29:52 2021,6.544,6.309

Fri Jan 29 21:30:35 2021,6.544,6.308

Fri Jan 29 21:31:18 2021,6.543,6.309

Fri Jan 29 21:32:01 2021,6.545,6.311

Fri Jan 29 21:32:44 2021,6.544,6.308

Fri Jan 29 21:33:27 2021,6.542,6.308

Fri Jan 29 21:34:10 2021,6.542,6.308

Fri Jan 29 21:34:53 2021,6.542,6.307

Fri Jan 29 21:35:36 2021,6.543,6.307

Fri Jan 29 21:36:19 2021,6.544,6.309

Fri Jan 29 21:37:02 2021,6.546,6.307

Fri Jan 29 21:37:45 2021,6.545,6.306

Fri Jan 29 21:38:28 2021,6.544,6.307

Fri Jan 29 21:39:11 2021,6.544,6.307

Fri Jan 29 21:39:54 2021,6.544,6.305

Fri Jan 29 21:40:37 2021,6.542,6.307

Fri Jan 29 21:41:20 2021,6.543,6.307

Fri Jan 29 21:42:03 2021,6.541,6.305

Fri Jan 29 21:42:46 2021,6.543,6.306

Fri Jan 29 21:43:29 2021,6.543,6.307

Fri Jan 29 21:44:12 2021,6.542,6.307

Fri Jan 29 21:44:55 2021,6.543,6.307

Fri Jan 29 21:45:38 2021,6.542,6.307

Fri Jan 29 21:46:21 2021,6.542,6.307

Fri Jan 29 21:47:04 2021,6.545,6.306

Fri Jan 29 21:47:47 2021,6.547,6.307

Fri Jan 29 21:48:30 2021,6.543,6.307

Fri Jan 29 21:49:13 2021,6.545,6.305

Fri Jan 29 21:49:57 2021,6.545,6.305

Fri Jan 29 21:50:40 2021,6.546,6.302

Fri Jan 29 21:51:23 2021,6.544,6.305

Fri Jan 29 21:52:06 2021,6.544,6.305

Fri Jan 29 21:52:49 2021,6.544,6.306

Fri Jan 29 21:53:32 2021,6.546,6.305

Fri Jan 29 21:54:15 2021,6.548,6.306

Fri Jan 29 21:54:58 2021,6.548,6.304

Fri Jan 29 21:55:41 2021,6.546,6.309

Fri Jan 29 21:56:24 2021,6.544,6.307

Fri Jan 29 21:57:07 2021,6.545,6.305

Fri Jan 29 21:57:50 2021,6.544,6.306

Fri Jan 29 21:58:33 2021,6.547,6.307

Fri Jan 29 21:59:16 2021,6.545,6.305

Fri Jan 29 21:59:59 2021,6.544,6.305

Fri Jan 29 22:00:42 2021,6.544,6.304

Fri Jan 29 22:01:25 2021,6.545,6.303

Fri Jan 29 22:02:08 2021,6.545,6.307

Fri Jan 29 22:02:51 2021,6.545,6.303

Fri Jan 29 22:03:34 2021,6.544,6.305

Fri Jan 29 22:04:17 2021,6.546,6.302

Fri Jan 29 22:05:00 2021,6.546,6.304

Fri Jan 29 22:05:43 2021,6.548,6.306

Fri Jan 29 22:06:26 2021,6.545,6.304

Fri Jan 29 22:07:09 2021,6.545,6.304

Fri Jan 29 22:07:52 2021,6.548,6.306

Fri Jan 29 22:08:36 2021,6.547,6.304

Fri Jan 29 22:09:19 2021,6.547,6.305

Fri Jan 29 22:10:02 2021,6.545,6.304

Fri Jan 29 22:10:45 2021,6.547,6.302

Fri Jan 29 22:11:28 2021,6.547,6.301

Fri Jan 29 22:12:11 2021,6.546,6.302

Fri Jan 29 22:12:54 2021,6.547,6.302

Fri Jan 29 22:13:37 2021,6.545,6.303

Fri Jan 29 22:14:20 2021,6.546,6.299

Fri Jan 29 22:15:03 2021,6.546,6.299

Fri Jan 29 22:15:46 2021,6.546,6.301

Fri Jan 29 22:16:29 2021,6.546,6.299

Fri Jan 29 22:17:12 2021,6.544,6.299

Fri Jan 29 22:17:55 2021,6.544,6.301

Fri Jan 29 22:18:38 2021,6.546,6.301

Fri Jan 29 22:19:21 2021,6.545,6.300

Fri Jan 29 22:20:04 2021,6.545,6.300

Fri Jan 29 22:20:47 2021,6.548,6.303

Fri Jan 29 22:21:30 2021,6.546,6.298

Fri Jan 29 22:22:13 2021,6.547,6.301

Fri Jan 29 22:22:56 2021,6.548,6.299

Fri Jan 29 22:23:39 2021,6.548,6.300

Fri Jan 29 22:24:22 2021,6.548,6.300

Fri Jan 29 22:25:05 2021,6.549,6.303

Fri Jan 29 22:25:49 2021,6.550,6.301

Fri Jan 29 22:26:32 2021,6.552,6.301

Fri Jan 29 22:27:15 2021,6.551,6.300

Fri Jan 29 22:27:58 2021,6.551,6.301

Fri Jan 29 22:28:41 2021,6.552,6.301

Fri Jan 29 22:29:24 2021,6.553,6.301

Fri Jan 29 22:30:07 2021,6.551,6.301

Fri Jan 29 22:30:50 2021,6.553,6.303

Fri Jan 29 22:31:33 2021,6.551,6.303

Fri Jan 29 22:32:16 2021,6.554,6.306

Fri Jan 29 22:32:59 2021,6.555,6.305

Fri Jan 29 22:33:42 2021,6.555,6.306

Fri Jan 29 22:34:25 2021,6.554,6.308

Fri Jan 29 22:35:08 2021,6.558,6.309

Fri Jan 29 22:35:51 2021,6.556,6.309

Fri Jan 29 22:36:34 2021,6.557,6.308

Fri Jan 29 22:37:17 2021,6.557,6.310

Fri Jan 29 22:38:00 2021,6.557,6.311

Fri Jan 29 22:38:43 2021,6.558,6.307

Fri Jan 29 22:39:26 2021,6.558,6.311

Fri Jan 29 22:40:09 2021,6.557,6.312

Fri Jan 29 22:40:52 2021,6.558,6.312

Fri Jan 29 22:41:35 2021,6.557,6.308

Fri Jan 29 22:42:18 2021,6.554,6.311

Fri Jan 29 22:43:01 2021,6.555,6.311

Fri Jan 29 22:43:44 2021,6.556,6.313

Fri Jan 29 22:44:27 2021,6.559,6.311

Fri Jan 29 22:45:10 2021,6.558,6.311

