date, s2, s1

Mon Feb  1 14:34:54 2021,6.998,6.939

Mon Feb  1 14:35:37 2021,6.998,6.941

Mon Feb  1 14:36:20 2021,6.998,6.941

Mon Feb  1 14:37:03 2021,6.998,6.941

Mon Feb  1 14:37:46 2021,6.998,6.943

Mon Feb  1 14:38:29 2021,6.998,6.939

Mon Feb  1 14:39:12 2021,6.996,6.938

Mon Feb  1 14:39:55 2021,6.997,6.942

Mon Feb  1 14:40:39 2021,7.000,6.939

Mon Feb  1 14:41:22 2021,6.996,6.939

Mon Feb  1 14:42:05 2021,6.997,6.943

Mon Feb  1 14:42:48 2021,6.995,6.942

Mon Feb  1 14:43:31 2021,6.997,6.944

Mon Feb  1 14:44:14 2021,6.999,6.944

Mon Feb  1 14:44:57 2021,6.997,6.941

Mon Feb  1 14:45:40 2021,7.000,6.942

Mon Feb  1 14:46:23 2021,7.000,6.941

Mon Feb  1 14:47:06 2021,7.000,6.944

Mon Feb  1 14:47:49 2021,6.998,6.944

Mon Feb  1 14:48:32 2021,6.998,6.944

Mon Feb  1 14:49:15 2021,6.998,6.943

Mon Feb  1 14:49:58 2021,7.001,6.943

Mon Feb  1 14:50:41 2021,7.003,6.943

Mon Feb  1 14:51:24 2021,7.004,6.944

Mon Feb  1 14:52:07 2021,7.002,6.943

Mon Feb  1 14:52:50 2021,7.003,6.943

Mon Feb  1 14:53:33 2021,7.002,6.943

Mon Feb  1 14:54:16 2021,7.003,6.944

Mon Feb  1 14:54:59 2021,7.005,6.942

Mon Feb  1 14:55:42 2021,7.004,6.943

Mon Feb  1 14:56:25 2021,7.002,6.946

Mon Feb  1 14:57:08 2021,6.999,6.943

Mon Feb  1 14:57:51 2021,7.002,6.944

Mon Feb  1 14:58:34 2021,7.003,6.942

Mon Feb  1 14:59:17 2021,7.003,6.942

Mon Feb  1 15:00:00 2021,7.003,6.942

Mon Feb  1 15:00:44 2021,7.000,6.943

Mon Feb  1 15:01:27 2021,7.003,6.943

Mon Feb  1 15:02:10 2021,7.003,6.945

Mon Feb  1 15:02:53 2021,7.001,6.943

Mon Feb  1 15:03:36 2021,7.004,6.945

Mon Feb  1 15:04:19 2021,7.001,6.944

Mon Feb  1 15:05:02 2021,7.005,6.946

Mon Feb  1 15:05:45 2021,7.003,6.944

Mon Feb  1 15:06:28 2021,7.004,6.944

Mon Feb  1 15:07:11 2021,7.003,6.946

Mon Feb  1 15:07:54 2021,7.002,6.944

Mon Feb  1 15:08:37 2021,7.002,6.943

Mon Feb  1 15:09:20 2021,7.003,6.946

Mon Feb  1 15:10:03 2021,7.002,6.945

Mon Feb  1 15:10:46 2021,7.004,6.945

Mon Feb  1 15:11:29 2021,7.005,6.946

Mon Feb  1 15:12:12 2021,7.004,6.946

Mon Feb  1 15:12:55 2021,7.005,6.948

Mon Feb  1 15:13:38 2021,7.004,6.947

Mon Feb  1 15:14:21 2021,7.005,6.949

Mon Feb  1 15:15:04 2021,7.005,6.947

Mon Feb  1 15:15:47 2021,7.005,6.947

Mon Feb  1 15:16:30 2021,7.006,6.946

Mon Feb  1 15:17:13 2021,7.006,6.946

Mon Feb  1 15:17:56 2021,7.005,6.945

Mon Feb  1 15:18:39 2021,7.008,6.947

Mon Feb  1 15:19:22 2021,7.005,6.948

Mon Feb  1 15:20:05 2021,7.009,6.948

Mon Feb  1 15:20:48 2021,7.010,6.946

Mon Feb  1 15:21:31 2021,7.009,6.948

Mon Feb  1 15:22:14 2021,7.007,6.945

Mon Feb  1 15:22:57 2021,7.005,6.947

Mon Feb  1 15:23:40 2021,7.006,6.948

Mon Feb  1 15:24:23 2021,7.008,6.947

Mon Feb  1 15:25:06 2021,7.010,6.946

Mon Feb  1 15:25:50 2021,7.008,6.948

Mon Feb  1 15:26:33 2021,7.005,6.947

Mon Feb  1 15:27:16 2021,7.007,6.947

Mon Feb  1 15:27:59 2021,7.005,6.945

Mon Feb  1 15:28:42 2021,7.006,6.947

Mon Feb  1 15:29:25 2021,7.007,6.947

Mon Feb  1 15:30:08 2021,7.008,6.948

Mon Feb  1 15:30:51 2021,7.010,6.949

Mon Feb  1 15:31:34 2021,7.010,6.950

Mon Feb  1 15:32:17 2021,7.006,6.951

Mon Feb  1 15:33:00 2021,7.010,6.950

Mon Feb  1 15:33:43 2021,7.008,6.950

Mon Feb  1 15:34:26 2021,7.010,6.951

Mon Feb  1 15:35:09 2021,7.005,6.949

Mon Feb  1 15:35:52 2021,7.005,6.950

Mon Feb  1 15:36:35 2021,7.009,6.950

Mon Feb  1 15:37:18 2021,7.010,6.950

Mon Feb  1 15:38:01 2021,7.008,6.950

Mon Feb  1 15:38:44 2021,7.011,6.949

Mon Feb  1 15:39:27 2021,7.011,6.948

Mon Feb  1 15:40:10 2021,7.011,6.950

Mon Feb  1 15:40:53 2021,7.011,6.949

Mon Feb  1 15:41:36 2021,7.012,6.951

Mon Feb  1 15:42:19 2021,7.010,6.950

Mon Feb  1 15:43:02 2021,7.009,6.951

Mon Feb  1 15:43:45 2021,7.012,6.949

Mon Feb  1 15:44:28 2021,7.009,6.950

Mon Feb  1 15:45:11 2021,7.012,6.950

Mon Feb  1 15:45:54 2021,7.009,6.950

Mon Feb  1 15:46:37 2021,7.008,6.951

Mon Feb  1 15:47:20 2021,7.011,6.952

Mon Feb  1 15:48:03 2021,7.010,6.950

Mon Feb  1 15:48:46 2021,7.006,6.951

Mon Feb  1 15:49:29 2021,7.011,6.951

Mon Feb  1 15:50:13 2021,7.009,6.950

Mon Feb  1 15:50:56 2021,7.010,6.950

Mon Feb  1 15:51:39 2021,7.010,6.950

Mon Feb  1 15:52:22 2021,7.009,6.950

Mon Feb  1 15:53:05 2021,7.009,6.951

Mon Feb  1 15:53:48 2021,7.011,6.950

Mon Feb  1 15:54:31 2021,7.010,6.950

Mon Feb  1 15:55:14 2021,7.007,6.949

Mon Feb  1 15:55:57 2021,7.009,6.950

Mon Feb  1 15:56:40 2021,7.009,6.951

Mon Feb  1 15:57:23 2021,7.009,6.948

Mon Feb  1 15:58:06 2021,7.009,6.952

Mon Feb  1 15:58:49 2021,7.010,6.950

Mon Feb  1 15:59:32 2021,7.008,6.950

Mon Feb  1 16:00:15 2021,7.011,6.951

Mon Feb  1 16:00:58 2021,7.011,6.950

Mon Feb  1 16:01:41 2021,7.011,6.949

Mon Feb  1 16:02:24 2021,7.011,6.950

Mon Feb  1 16:03:07 2021,7.010,6.949

Mon Feb  1 16:03:50 2021,7.015,6.951

Mon Feb  1 16:04:33 2021,7.013,6.950

Mon Feb  1 16:05:16 2021,7.009,6.953

Mon Feb  1 16:05:59 2021,7.010,6.951

Mon Feb  1 16:06:42 2021,7.013,6.951

Mon Feb  1 16:07:25 2021,7.013,6.951

Mon Feb  1 16:08:08 2021,7.014,6.950

Mon Feb  1 16:08:51 2021,7.013,6.952

Mon Feb  1 16:09:34 2021,7.012,6.951

Mon Feb  1 16:10:18 2021,7.013,6.951

Mon Feb  1 16:11:01 2021,7.013,6.951

Mon Feb  1 16:11:44 2021,7.015,6.951

Mon Feb  1 16:12:27 2021,7.014,6.951

Mon Feb  1 16:13:10 2021,7.014,6.950

Mon Feb  1 16:13:53 2021,7.013,6.953

Mon Feb  1 16:14:36 2021,7.013,6.953

Mon Feb  1 16:15:19 2021,7.012,6.953

Mon Feb  1 16:16:02 2021,7.012,6.951

Mon Feb  1 16:16:45 2021,7.012,6.952

Mon Feb  1 16:17:28 2021,7.012,6.951

Mon Feb  1 16:18:11 2021,7.013,6.953

Mon Feb  1 16:18:54 2021,7.013,6.952

Mon Feb  1 16:19:37 2021,7.012,6.951

Mon Feb  1 16:20:20 2021,7.012,6.950

Mon Feb  1 16:21:03 2021,7.012,6.953

Mon Feb  1 16:21:46 2021,7.015,6.951

Mon Feb  1 16:22:29 2021,7.014,6.951

Mon Feb  1 16:23:12 2021,7.015,6.955

Mon Feb  1 16:23:55 2021,7.016,6.954

Mon Feb  1 16:24:38 2021,7.013,6.953

Mon Feb  1 16:25:21 2021,7.016,6.955

Mon Feb  1 16:26:04 2021,7.016,6.955

Mon Feb  1 16:26:47 2021,7.016,6.954

Mon Feb  1 16:27:30 2021,7.015,6.954

Mon Feb  1 16:28:13 2021,7.016,6.956

Mon Feb  1 16:28:56 2021,7.018,6.955

Mon Feb  1 16:29:39 2021,7.017,6.954

Mon Feb  1 16:30:22 2021,7.016,6.954

Mon Feb  1 16:31:06 2021,7.015,6.955

Mon Feb  1 16:31:49 2021,7.018,6.953

Mon Feb  1 16:32:32 2021,7.019,6.955

Mon Feb  1 16:33:15 2021,7.019,6.956

Mon Feb  1 16:33:58 2021,7.016,6.953

Mon Feb  1 16:34:41 2021,7.014,6.957

Mon Feb  1 16:35:24 2021,7.017,6.956

Mon Feb  1 16:36:07 2021,7.017,6.956

Mon Feb  1 16:36:50 2021,7.018,6.955

Mon Feb  1 16:37:33 2021,7.018,6.957

Mon Feb  1 16:38:16 2021,7.015,6.959

Mon Feb  1 16:38:59 2021,7.016,6.958

Mon Feb  1 16:39:42 2021,7.016,6.956

Mon Feb  1 16:40:25 2021,7.016,6.955

Mon Feb  1 16:41:08 2021,7.016,6.957

Mon Feb  1 16:41:51 2021,7.018,6.956

Mon Feb  1 16:42:34 2021,7.018,6.957

Mon Feb  1 16:43:17 2021,7.019,6.957

Mon Feb  1 16:44:00 2021,7.018,6.959

Mon Feb  1 16:44:43 2021,7.022,6.957

Mon Feb  1 16:45:26 2021,7.018,6.958

Mon Feb  1 16:46:09 2021,7.020,6.959

Mon Feb  1 16:46:52 2021,7.018,6.958

Mon Feb  1 16:47:35 2021,7.020,6.957

Mon Feb  1 16:48:18 2021,7.020,6.957

Mon Feb  1 16:49:01 2021,7.018,6.958

Mon Feb  1 16:49:44 2021,7.020,6.959

Mon Feb  1 16:50:27 2021,7.020,6.958

Mon Feb  1 16:51:10 2021,7.019,6.958

Mon Feb  1 16:51:53 2021,7.020,6.959

Mon Feb  1 16:52:36 2021,7.020,6.958

Mon Feb  1 16:53:19 2021,7.022,6.959

Mon Feb  1 16:54:03 2021,7.022,6.959

Mon Feb  1 16:54:46 2021,7.022,6.962

Mon Feb  1 16:55:29 2021,7.023,6.962

Mon Feb  1 16:56:12 2021,7.023,6.959

Mon Feb  1 16:56:55 2021,7.023,6.961

Mon Feb  1 16:57:38 2021,7.021,6.962

Mon Feb  1 16:58:21 2021,7.021,6.960

Mon Feb  1 16:59:04 2021,7.020,6.959

Mon Feb  1 16:59:47 2021,7.019,6.962

Mon Feb  1 17:00:30 2021,7.018,6.961

Mon Feb  1 17:01:13 2021,7.019,6.960

Mon Feb  1 17:01:56 2021,7.020,6.961

Mon Feb  1 17:02:39 2021,7.024,6.963

Mon Feb  1 17:03:22 2021,7.024,6.962

Mon Feb  1 17:04:05 2021,7.023,6.962

Mon Feb  1 17:04:48 2021,7.022,6.960

Mon Feb  1 17:05:31 2021,7.022,6.960

Mon Feb  1 17:06:14 2021,7.022,6.960

Mon Feb  1 17:06:57 2021,7.025,6.963

Mon Feb  1 17:07:40 2021,7.023,6.963

Mon Feb  1 17:08:23 2021,7.024,6.964

Mon Feb  1 17:09:06 2021,7.024,6.961

Mon Feb  1 17:09:49 2021,7.023,6.963

Mon Feb  1 17:10:32 2021,7.024,6.961

Mon Feb  1 17:11:15 2021,7.025,6.963

Mon Feb  1 17:11:58 2021,7.026,6.961

Mon Feb  1 17:12:41 2021,7.025,6.960

Mon Feb  1 17:13:24 2021,7.026,6.961

Mon Feb  1 17:14:07 2021,7.027,6.961

Mon Feb  1 17:14:50 2021,7.026,6.960

Mon Feb  1 17:15:34 2021,7.027,6.963

Mon Feb  1 17:16:17 2021,7.027,6.963

Mon Feb  1 17:17:00 2021,7.028,6.961

Mon Feb  1 17:17:43 2021,7.025,6.963

Mon Feb  1 17:18:26 2021,7.026,6.960

Mon Feb  1 17:19:09 2021,7.024,6.959

Mon Feb  1 17:19:52 2021,7.024,6.962

Mon Feb  1 17:20:35 2021,7.026,6.963

Mon Feb  1 17:21:18 2021,7.025,6.963

Mon Feb  1 17:22:01 2021,7.029,6.962

Mon Feb  1 17:22:44 2021,7.025,6.963

Mon Feb  1 17:23:27 2021,7.024,6.960

Mon Feb  1 17:24:10 2021,7.027,6.959

Mon Feb  1 17:24:53 2021,7.024,6.963

Mon Feb  1 17:25:36 2021,7.025,6.962

Mon Feb  1 17:26:19 2021,7.024,6.961

Mon Feb  1 17:27:02 2021,7.026,6.961

Mon Feb  1 17:27:45 2021,7.025,6.962

Mon Feb  1 17:28:28 2021,7.026,6.962

Mon Feb  1 17:29:11 2021,7.029,6.961

Mon Feb  1 17:29:54 2021,7.029,6.960

Mon Feb  1 17:30:37 2021,7.028,6.964

Mon Feb  1 17:31:20 2021,7.026,6.964

Mon Feb  1 17:32:03 2021,7.025,6.963

Mon Feb  1 17:32:46 2021,7.028,6.962

Mon Feb  1 17:33:29 2021,7.026,6.965

Mon Feb  1 17:34:12 2021,7.026,6.963

Mon Feb  1 17:34:55 2021,7.028,6.965

Mon Feb  1 17:35:38 2021,7.030,6.967

Mon Feb  1 17:36:21 2021,7.028,6.966

Mon Feb  1 17:37:04 2021,7.030,6.965

Mon Feb  1 17:37:47 2021,7.028,6.965

Mon Feb  1 17:38:30 2021,7.029,6.966

Mon Feb  1 17:39:14 2021,7.032,6.966

Mon Feb  1 17:39:57 2021,7.030,6.965

Mon Feb  1 17:40:40 2021,7.030,6.965

Mon Feb  1 17:41:23 2021,7.028,6.965

Mon Feb  1 17:42:06 2021,7.029,6.965

Mon Feb  1 17:42:49 2021,7.031,6.967

Mon Feb  1 17:43:32 2021,7.030,6.966

Mon Feb  1 17:44:15 2021,7.031,6.966

Mon Feb  1 17:44:58 2021,7.029,6.967

Mon Feb  1 17:45:41 2021,7.029,6.967

Mon Feb  1 17:46:24 2021,7.027,6.968

Mon Feb  1 17:47:07 2021,7.029,6.968

Mon Feb  1 17:48:01 2021,7.030,6.967

Mon Feb  1 17:48:44 2021,7.032,6.968

Mon Feb  1 17:49:27 2021,7.031,6.968

Mon Feb  1 17:50:10 2021,7.032,6.965

Mon Feb  1 17:50:53 2021,7.034,6.967

Mon Feb  1 17:51:36 2021,7.035,6.967

Mon Feb  1 17:52:19 2021,7.033,6.969

Mon Feb  1 17:53:02 2021,7.032,6.970

Mon Feb  1 17:53:45 2021,7.032,6.970

Mon Feb  1 17:54:27 2021,7.032,6.968

Mon Feb  1 17:55:10 2021,7.033,6.967

Mon Feb  1 17:55:53 2021,7.034,6.969

Mon Feb  1 17:56:36 2021,7.036,6.970

Mon Feb  1 17:57:19 2021,7.035,6.968

Mon Feb  1 17:58:02 2021,7.038,6.967

Mon Feb  1 17:58:45 2021,7.035,6.966

Mon Feb  1 17:59:28 2021,7.036,6.968

Mon Feb  1 18:00:11 2021,7.036,6.969

Mon Feb  1 18:00:54 2021,7.036,6.970

Mon Feb  1 18:01:37 2021,7.036,6.966

Mon Feb  1 18:02:20 2021,7.037,6.969

Mon Feb  1 18:03:03 2021,7.035,6.971

Mon Feb  1 18:03:46 2021,7.034,6.969

Mon Feb  1 18:04:29 2021,7.036,6.970

Mon Feb  1 18:05:12 2021,7.036,6.969

Mon Feb  1 18:05:55 2021,7.038,6.967

Mon Feb  1 18:06:38 2021,7.037,6.969

Mon Feb  1 18:07:21 2021,7.036,6.970

Mon Feb  1 18:08:04 2021,7.037,6.970

Mon Feb  1 18:08:47 2021,7.037,6.970

Mon Feb  1 18:09:30 2021,7.039,6.969

Mon Feb  1 18:10:13 2021,7.037,6.969

Mon Feb  1 18:10:56 2021,7.037,6.970

Mon Feb  1 18:11:39 2021,7.038,6.969

Mon Feb  1 18:12:22 2021,7.037,6.971

Mon Feb  1 18:13:05 2021,7.040,6.969

Mon Feb  1 18:13:48 2021,7.036,6.968

Mon Feb  1 18:14:31 2021,7.038,6.972

Mon Feb  1 18:15:14 2021,7.038,6.970

Mon Feb  1 18:15:57 2021,7.037,6.973

Mon Feb  1 18:16:40 2021,7.039,6.973

Mon Feb  1 18:17:23 2021,7.037,6.972

Mon Feb  1 18:18:06 2021,7.039,6.971

Mon Feb  1 18:18:49 2021,7.040,6.970

Mon Feb  1 18:19:32 2021,7.039,6.970

Mon Feb  1 18:20:14 2021,7.040,6.969

Mon Feb  1 18:20:57 2021,7.038,6.971

Mon Feb  1 18:21:40 2021,7.039,6.969

Mon Feb  1 18:22:23 2021,7.038,6.971

Mon Feb  1 18:23:06 2021,7.039,6.970

Mon Feb  1 18:23:49 2021,7.041,6.971

Mon Feb  1 18:24:32 2021,7.040,6.968

Mon Feb  1 18:25:15 2021,7.039,6.974

Mon Feb  1 18:25:58 2021,7.038,6.973

Mon Feb  1 18:26:41 2021,7.039,6.973

Mon Feb  1 18:27:24 2021,7.038,6.974

Mon Feb  1 18:28:07 2021,7.038,6.973

Mon Feb  1 18:28:50 2021,7.039,6.971

Mon Feb  1 18:29:33 2021,7.039,6.975

Mon Feb  1 18:30:16 2021,7.036,6.975

Mon Feb  1 18:30:59 2021,7.038,6.974

Mon Feb  1 18:31:42 2021,7.029,6.975

Mon Feb  1 18:32:25 2021,7.037,6.971

Mon Feb  1 18:33:08 2021,7.036,6.973

Mon Feb  1 18:33:51 2021,7.037,6.973

Mon Feb  1 18:34:34 2021,7.037,6.975

Mon Feb  1 18:35:17 2021,7.036,6.973

Mon Feb  1 18:36:00 2021,7.037,6.975

Mon Feb  1 18:36:43 2021,7.035,6.975

Mon Feb  1 18:37:26 2021,7.036,6.975

Mon Feb  1 18:38:09 2021,7.037,6.976

Mon Feb  1 18:38:52 2021,7.035,6.976

Mon Feb  1 18:39:35 2021,7.036,6.975

Mon Feb  1 18:40:18 2021,7.040,6.975

Mon Feb  1 18:41:01 2021,7.035,6.975

Mon Feb  1 18:41:44 2021,7.033,6.974

Mon Feb  1 18:42:26 2021,7.036,6.974

Mon Feb  1 18:43:09 2021,7.035,6.974

Mon Feb  1 18:43:52 2021,7.036,6.974

Mon Feb  1 18:44:35 2021,7.038,6.973

Mon Feb  1 18:45:18 2021,7.036,6.974

Mon Feb  1 18:46:01 2021,7.037,6.975

Mon Feb  1 18:46:44 2021,7.036,6.975

Mon Feb  1 18:47:27 2021,7.035,6.978

Mon Feb  1 18:48:10 2021,7.037,6.976

Mon Feb  1 18:48:53 2021,7.037,6.977

Mon Feb  1 18:49:36 2021,7.036,6.975

Mon Feb  1 18:50:19 2021,7.037,6.976

Mon Feb  1 18:51:02 2021,7.035,6.974

Mon Feb  1 18:51:45 2021,7.038,6.974

Mon Feb  1 18:52:28 2021,7.038,6.975

Mon Feb  1 18:53:11 2021,7.040,6.975

Mon Feb  1 18:53:54 2021,7.039,6.975

Mon Feb  1 18:54:37 2021,7.038,6.974

Mon Feb  1 18:55:20 2021,7.038,6.975

Mon Feb  1 18:56:03 2021,7.039,6.975

Mon Feb  1 18:56:46 2021,7.040,6.974

Mon Feb  1 18:57:29 2021,7.040,6.975

Mon Feb  1 18:58:12 2021,7.041,6.975

Mon Feb  1 18:58:55 2021,7.039,6.974

Mon Feb  1 18:59:38 2021,7.039,6.974

Mon Feb  1 19:00:21 2021,7.040,6.976

Mon Feb  1 19:01:04 2021,7.041,6.974

Mon Feb  1 19:01:47 2021,7.040,6.974

Mon Feb  1 19:02:30 2021,7.041,6.976

Mon Feb  1 19:03:13 2021,7.042,6.977

Mon Feb  1 19:03:56 2021,7.041,6.976

Mon Feb  1 19:04:39 2021,7.040,6.976

Mon Feb  1 19:05:22 2021,7.040,6.975

Mon Feb  1 19:06:04 2021,7.041,6.975

Mon Feb  1 19:06:47 2021,7.043,6.977

Mon Feb  1 19:07:30 2021,7.043,6.975

Mon Feb  1 19:08:13 2021,7.042,6.977

Mon Feb  1 19:08:56 2021,7.042,6.976

Mon Feb  1 19:09:39 2021,7.042,6.978

Mon Feb  1 19:10:22 2021,7.041,6.979

Mon Feb  1 19:11:05 2021,7.044,6.977

Mon Feb  1 19:11:48 2021,7.043,6.979

Mon Feb  1 19:12:31 2021,7.042,6.978

Mon Feb  1 19:13:14 2021,7.044,6.976

Mon Feb  1 19:13:57 2021,7.042,6.976

Mon Feb  1 19:14:40 2021,7.045,6.976

Mon Feb  1 19:15:23 2021,7.046,6.974

Mon Feb  1 19:16:06 2021,7.046,6.975

Mon Feb  1 19:16:49 2021,7.044,6.975

Mon Feb  1 19:17:32 2021,7.045,6.977

Mon Feb  1 19:18:15 2021,7.046,6.976

Mon Feb  1 19:18:58 2021,7.046,6.976

Mon Feb  1 19:19:41 2021,7.047,6.976

Mon Feb  1 19:20:24 2021,7.045,6.977

Mon Feb  1 19:21:07 2021,7.049,6.978

Mon Feb  1 19:21:50 2021,7.045,6.977

Mon Feb  1 19:22:33 2021,7.046,6.978

Mon Feb  1 19:23:16 2021,7.046,6.978

Mon Feb  1 19:23:59 2021,7.045,6.976

Mon Feb  1 19:24:42 2021,7.047,6.975

Mon Feb  1 19:25:25 2021,7.048,6.974

Mon Feb  1 19:26:08 2021,7.046,6.976

Mon Feb  1 19:26:51 2021,7.044,6.976

Mon Feb  1 19:27:34 2021,7.047,6.973

Mon Feb  1 19:28:17 2021,7.049,6.975

Mon Feb  1 19:29:00 2021,7.048,6.976

Mon Feb  1 19:29:42 2021,7.048,6.977

Mon Feb  1 19:30:25 2021,7.046,6.977

Mon Feb  1 19:31:08 2021,7.048,6.977

Mon Feb  1 19:31:51 2021,7.048,6.976

Mon Feb  1 19:32:34 2021,7.051,6.979

Mon Feb  1 19:33:17 2021,7.051,6.977

Mon Feb  1 19:34:00 2021,7.046,6.977

Mon Feb  1 19:34:43 2021,7.049,6.976

Mon Feb  1 19:35:26 2021,7.046,6.978

Mon Feb  1 19:36:09 2021,7.048,6.978

Mon Feb  1 19:36:52 2021,7.049,6.978

Mon Feb  1 19:37:35 2021,7.047,6.978

Mon Feb  1 19:38:18 2021,7.046,6.979

Mon Feb  1 19:39:01 2021,7.049,6.980

Mon Feb  1 19:39:44 2021,7.049,6.977

Mon Feb  1 19:40:27 2021,7.049,6.978

Mon Feb  1 19:41:10 2021,7.048,6.977

Mon Feb  1 19:41:53 2021,7.049,6.977

Mon Feb  1 19:42:36 2021,7.047,6.976

Mon Feb  1 19:43:19 2021,7.049,6.977

Mon Feb  1 19:44:02 2021,7.049,6.976

Mon Feb  1 19:44:45 2021,7.048,6.975

Mon Feb  1 19:45:28 2021,7.049,6.977

Mon Feb  1 19:46:11 2021,7.049,6.976

Mon Feb  1 19:46:54 2021,7.048,6.978

Mon Feb  1 19:47:37 2021,7.047,6.977

Mon Feb  1 19:48:20 2021,7.048,6.976

Mon Feb  1 19:49:03 2021,7.049,6.977

Mon Feb  1 19:49:46 2021,7.048,6.976

Mon Feb  1 19:50:29 2021,7.048,6.974

Mon Feb  1 19:51:12 2021,7.047,6.977

Mon Feb  1 19:51:55 2021,7.049,6.977

Mon Feb  1 19:52:38 2021,7.048,6.977

Mon Feb  1 19:53:21 2021,7.051,6.977

Mon Feb  1 19:54:04 2021,7.050,6.976

Mon Feb  1 19:54:46 2021,7.050,6.974

Mon Feb  1 19:55:29 2021,7.047,6.976

Mon Feb  1 19:56:12 2021,7.050,6.975

Mon Feb  1 19:56:55 2021,7.052,6.976

Mon Feb  1 19:57:38 2021,7.049,6.976

Mon Feb  1 19:58:21 2021,7.050,6.976

Mon Feb  1 19:59:04 2021,7.049,6.978

Mon Feb  1 19:59:47 2021,7.049,6.978

Mon Feb  1 20:00:30 2021,7.050,6.977

Mon Feb  1 20:01:13 2021,7.051,6.978

Mon Feb  1 20:01:56 2021,7.050,6.983

Mon Feb  1 20:02:39 2021,7.050,6.979

Mon Feb  1 20:03:22 2021,7.051,6.979

Mon Feb  1 20:04:05 2021,7.049,6.980

Mon Feb  1 20:04:48 2021,7.048,6.979

Mon Feb  1 20:05:31 2021,7.051,6.980

Mon Feb  1 20:06:14 2021,7.049,6.978

Mon Feb  1 20:06:57 2021,7.050,6.977

Mon Feb  1 20:07:40 2021,7.050,6.978

Mon Feb  1 20:08:23 2021,7.052,6.980

Mon Feb  1 20:09:06 2021,7.050,6.978

Mon Feb  1 20:09:49 2021,7.051,6.978

Mon Feb  1 20:10:32 2021,7.052,6.979

Mon Feb  1 20:11:15 2021,7.049,6.979

Mon Feb  1 20:11:58 2021,7.049,6.982

Mon Feb  1 20:12:41 2021,7.049,6.978

Mon Feb  1 20:13:24 2021,7.051,6.982

Mon Feb  1 20:14:07 2021,7.050,6.981

Mon Feb  1 20:14:50 2021,7.050,6.981

Mon Feb  1 20:15:33 2021,7.050,6.978

Mon Feb  1 20:16:16 2021,7.051,6.982

Mon Feb  1 20:16:59 2021,7.052,6.983

Mon Feb  1 20:17:42 2021,7.052,6.982

Mon Feb  1 20:18:25 2021,7.052,6.980

Mon Feb  1 20:19:08 2021,7.049,6.982

Mon Feb  1 20:19:51 2021,7.053,6.981

Mon Feb  1 20:20:34 2021,7.052,6.983

Mon Feb  1 20:21:17 2021,7.052,6.981

Mon Feb  1 20:22:00 2021,7.054,6.982

Mon Feb  1 20:22:43 2021,7.054,6.982

Mon Feb  1 20:23:27 2021,7.052,6.982

Mon Feb  1 20:24:10 2021,7.054,6.983

Mon Feb  1 20:24:53 2021,7.052,6.980

Mon Feb  1 20:25:36 2021,7.052,6.982

Mon Feb  1 20:26:19 2021,7.052,6.981

Mon Feb  1 20:27:02 2021,7.053,6.982

Mon Feb  1 20:27:45 2021,7.051,6.981

Mon Feb  1 20:28:28 2021,7.053,6.984

Mon Feb  1 20:29:11 2021,7.052,6.986

Mon Feb  1 20:29:54 2021,7.051,6.985

Mon Feb  1 20:30:37 2021,7.051,6.984

Mon Feb  1 20:31:20 2021,7.052,6.983

Mon Feb  1 20:32:03 2021,7.053,6.982

Mon Feb  1 20:32:46 2021,7.049,6.983

Mon Feb  1 20:33:29 2021,7.051,6.982

Mon Feb  1 20:34:12 2021,7.052,6.981

Mon Feb  1 20:34:55 2021,7.052,6.982

Mon Feb  1 20:35:38 2021,7.051,6.981

Mon Feb  1 20:36:21 2021,7.050,6.983

Mon Feb  1 20:37:04 2021,7.051,6.984

Mon Feb  1 20:37:47 2021,7.051,6.984

Mon Feb  1 20:38:30 2021,7.050,6.982

Mon Feb  1 20:39:13 2021,7.023,6.986

Mon Feb  1 20:39:56 2021,7.047,6.984

Mon Feb  1 20:40:39 2021,7.049,6.984

Mon Feb  1 20:41:22 2021,7.050,6.983

Mon Feb  1 20:42:05 2021,7.051,6.984

Mon Feb  1 20:42:48 2021,7.053,6.984

Mon Feb  1 20:43:31 2021,7.056,6.985

Mon Feb  1 20:44:14 2021,7.054,6.984

Mon Feb  1 20:44:57 2021,7.055,6.983

Mon Feb  1 20:45:40 2021,7.051,6.985

